dexnum,name,generation,type1,type2,species,height,weight,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total,ev_yield,catch_rate,base_friendship,base_exp,growth_rate,egg_group1,egg_group2,percent_male,percent_female,egg_cycles,special_group
0769,Sandygast,7,Ghost,Ground,Sand Heap Pokémon,0.5,70.0,Water Compaction,Sand Veil,,55,55,80,70,45,15,320,1 Defense,140,50,64,Medium Fast,Amorphous,,50.0,50.0,15,Ordinary
0770,Palossand,7,Ghost,Ground,Sand Castle Pokémon,1.3,250.0,Water Compaction,Sand Veil,,85,75,110,100,75,35,480,2 Defense,60,50,168,Medium Fast,Amorphous,,50.0,50.0,15,Ordinary
0771,Pyukumuku,7,Water,,Sea Cucumber Pokémon,0.3,1.2,Innards Out,Unaware,,55,60,130,30,130,5,410,2 Sp. Def,60,50,144,Fast,Water 1,,50.0,50.0,15,Ordinary
0772,Type: Null,7,Normal,,Synthetic Pokémon,1.9,120.5,Battle Armor,,,95,95,95,95,95,59,534,2 HP,3,0,107,Slow,Undiscovered,,,,120,Legendary
0773,Silvally,7,Normal,,Synthetic Pokémon,2.3,100.5,RKS System,,,95,95,95,95,95,95,570,3 HP,3,0,257,Slow,Undiscovered,,,,120,Legendary
0774,Minior,7,Rock,Flying,Meteor Pokémon,0.3,40.0,Shields Down,,,60,60,100,60,100,60,440,"1 Defense, 1 Sp. Def",30,50,154,Medium Slow,Mineral,,,,25,Ordinary
0775,Komala,7,Normal,,Drowsing Pokémon,0.4,19.9,Comatose,,,65,115,65,75,95,65,480,2 Attack,45,50,168,Slow,Field,,50.0,50.0,20,Ordinary
0776,Turtonator,7,Fire,Dragon,Blast Turtle Pokémon,2.0,212.0,Shell Armor,,,60,78,135,91,85,36,485,2 Defense,70,50,170,Medium Fast,Dragon ,Monster,50.0,50.0,20,Ordinary
0777,Togedemaru,7,Electric,Steel,Roly-Poly Pokémon,0.3,3.3,Iron Barbs,Lightning Rod,Sturdy,65,98,63,40,73,96,435,2 Attack,180,50,152,Medium Fast,Fairy ,Field,50.0,50.0,10,Ordinary
0778,Mimikyu,7,Ghost,Fairy,Disguise Pokémon,0.2,0.7,Disguise,,,55,90,80,50,105,96,476,2 Sp. Def,45,50,167,Medium Fast,Amorphous,,50.0,50.0,20,Ordinary
0779,Bruxish,7,Water,Psychic,Gnash Teeth Pokémon,0.9,19.0,Dazzling,Strong Jaw,Wonder Skin,68,105,70,70,70,92,475,2 Attack,80,50,166,Medium Fast,Water 2,,50.0,50.0,15,Ordinary
0780,Drampa,7,Normal,Dragon,Placid Pokémon,3.0,185.0,Berserk,Sap Sipper,Cloud Nine,78,60,85,135,91,36,485,2 Sp. Atk,70,50,170,Medium Fast,Dragon ,Monster,50.0,50.0,20,Ordinary
0781,Dhelmise,7,Ghost,Grass,Sea Creeper Pokémon,3.9,210.0,Steelworker,,,70,131,100,86,90,40,517,2 Attack,25,50,181,Medium Fast,Mineral,,,,25,Ordinary
0782,Jangmo-o,7,Dragon,,Scaly Pokémon,0.6,29.7,Bulletproof,Soundproof,Overcoat,45,55,65,45,45,45,300,1 Defense,45,50,60,Slow,Dragon,,50.0,50.0,40,Ordinary
0783,Hakamo-o,7,Dragon,Fighting,Scaly Pokémon,1.2,47.0,Bulletproof,Soundproof,Overcoat,55,75,90,65,70,65,420,2 Defense,45,50,147,Slow,Dragon,,50.0,50.0,40,Ordinary
0784,Kommo-o,7,Dragon,Fighting,Scaly Pokémon,1.6,78.2,Bulletproof,Soundproof,Overcoat,75,110,125,100,105,85,600,3 Defense,45,50,270,Slow,Dragon,,50.0,50.0,40,Ordinary
0785,Tapu Koko,7,Electric,Fairy,Land Spirit Pokémon,1.8,20.5,Electric Surge,Telepathy,,70,115,85,95,75,130,570,3 Speed,3,50,257,Slow,Undiscovered,,,,15,Legendary
0786,Tapu Lele,7,Psychic,Fairy,Land Spirit Pokémon,1.2,18.6,Psychic Surge,Telepathy,,70,85,75,130,115,95,570,3 Sp. Atk,3,50,257,Slow,Undiscovered,,,,15,Legendary
0787,Tapu Bulu,7,Grass,Fairy,Land Spirit Pokémon,1.9,45.5,Grassy Surge,Telepathy,,70,130,115,85,95,75,570,3 Attack,3,50,257,Slow,Undiscovered,,,,15,Legendary
0788,Tapu Fini,7,Water,Fairy,Land Spirit Pokémon,1.3,21.2,Misty Surge,Telepathy,,70,75,115,95,130,85,570,3 Sp. Def,3,50,257,Slow,Undiscovered,,,,15,Legendary
0789,Cosmog,7,Psychic,,Nebula Pokémon,0.2,0.1,Unaware,,,43,29,31,29,31,37,200,1 HP,45,0,40,Slow,Undiscovered,,,,120,Legendary
0790,Cosmoem,7,Psychic,,Protostar Pokémon,0.1,999.9,Sturdy,,,43,29,131,29,131,37,400,"1 Defense, 1 Sp. Def",45,0,140,Slow,Undiscovered,,,,120,Legendary
0791,Solgaleo,7,Psychic,Steel,Sunne Pokémon,3.4,230.0,Full Metal Body,,,137,137,107,113,89,97,680,3 Attack,45,0,306,Slow,Undiscovered,,,,120,Legendary
0792,Lunala,7,Psychic,Ghost,Moone Pokémon,4.0,120.0,Shadow Shield,,,137,113,89,137,107,97,680,3 Sp. Atk,45,0,306,Slow,Undiscovered,,,,120,Legendary
0793,Nihilego,7,Rock,Poison,Parasite Pokémon,1.2,55.5,Beast Boost,,,109,53,47,127,131,103,570,3 Sp. Def,45,0,257,Slow,Undiscovered,,,,120,Ultra Beast
0794,Buzzwole,7,Bug,Fighting,Swollen Pokémon,2.4,333.6,Beast Boost,,,107,139,139,53,53,79,570,"1 Attack, 2 Defense",45,0,257,Slow,Undiscovered,,,,120,Ultra Beast
0795,Pheromosa,7,Bug,Fighting,Lissome Pokémon,1.8,25.0,Beast Boost,,,71,137,37,137,37,151,570,3 Speed,45,0,257,Slow,Undiscovered,,,,120,Ultra Beast
0796,Xurkitree,7,Electric,,Glowing Pokémon,3.8,100.0,Beast Boost,,,83,89,71,173,71,83,570,3 Sp. Atk,45,0,257,Slow,Undiscovered,,,,120,Ultra Beast
0797,Celesteela,7,Steel,Flying,Launch Pokémon,9.2,999.9,Beast Boost,,,97,101,103,107,101,61,570,"1 Attack, 1 Defense, 1 Sp. Atk",45,0,257,Slow,Undiscovered,,,,120,Ultra Beast
0798,Kartana,7,Grass,Steel,Drawn Sword Pokémon,0.3,0.1,Beast Boost,,,59,181,131,59,31,109,570,3 Attack,45,0,257,Slow,Undiscovered,,,,120,Ultra Beast
0799,Guzzlord,7,Dark,Dragon,Junkivore Pokémon,5.5,888.0,Beast Boost,,,223,101,53,97,53,43,570,3 HP,45,0,257,Slow,Undiscovered,,,,120,Ultra Beast
0800,Necrozma,7,Psychic,,Prism Pokémon,2.4,230.0,Prism Armor,,,97,107,101,127,89,79,600,"1 Attack, 2 Sp. Atk",255,0,270,Slow,Undiscovered,,,,120,Legendary
0801,Magearna,7,Steel,Fairy,Artificial Pokémon,1.0,80.5,Soul-Heart,,,80,95,115,130,115,65,600,3 Sp. Atk,3,0,300,Slow,Undiscovered,,,,120,Mythical
0802,Marshadow,7,Fighting,Ghost,Gloomdweller Pokémon,0.7,22.2,Technician,,,90,125,80,90,90,125,600,"2 Attack, 1 Speed",3,0,270,Slow,Undiscovered,,,,120,Mythical
0803,Poipole,7,Poison,,Poison Pin Pokémon,0.6,1.8,Beast Boost,,,67,73,67,73,67,73,420,1 Speed,45,0,189,Slow,Undiscovered,,,,120,Ultra Beast
0804,Naganadel,7,Poison,Dragon,Poison Pin Pokémon,3.6,150.0,Beast Boost,,,73,73,73,127,73,121,540,3 Sp. Atk,45,0,243,Slow,Undiscovered,,,,120,Ultra Beast
0805,Stakataka,7,Rock,Steel,Rampart Pokémon,5.5,820.0,Beast Boost,,,61,131,211,53,101,13,570,3 Defense,30,0,257,Slow,Undiscovered,,,,120,Ultra Beast
0806,Blacephalon,7,Fire,Ghost,Fireworks Pokémon,1.8,13.0,Beast Boost,,,53,127,53,151,79,107,570,3 Sp. Atk,30,0,257,Slow,Undiscovered,,,,120,Ultra Beast
0807,Zeraora,7,Electric,,Thunderclap Pokémon,1.5,44.5,Volt Absorb,,,88,112,75,102,80,143,600,3 Speed,3,0,270,Slow,Undiscovered,,,,120,Mythical
0808,Meltan,7,Steel,,Hex Nut Pokémon,0.2,8.0,Magnet Pull,,,46,65,65,55,35,34,300,1 Attack,3,0,150,Slow,Undiscovered,,,,120,Mythical
0809,Melmetal,7,Steel,,Hex Nut Pokémon,2.5,800.0,Iron Fist,,,135,143,143,80,65,34,600,3 Attack,3,0,300,Slow,Undiscovered,,,,120,Mythical
0810,Grookey,8,Grass,,Chimp Pokémon,0.3,5.0,Overgrow,Grassy Surge,,50,65,50,40,40,65,310,1 Attack,45,50,62,Medium Slow,Field ,Grass,87.5,12.5,20,Ordinary
0811,Thwackey,8,Grass,,Beat Pokémon,0.7,14.0,Overgrow,Grassy Surge,,70,85,70,55,60,80,420,2 Attack,45,50,147,Medium Slow,Field ,Grass,87.5,12.5,20,Ordinary
0812,Rillaboom,8,Grass,,Drummer Pokémon,2.1,90.0,Overgrow,Grassy Surge,,100,125,90,60,70,85,530,3 Attack,45,50,265,Medium Slow,Field ,Grass,87.5,12.5,20,Ordinary
0813,Scorbunny,8,Fire,,Rabbit Pokémon,0.3,4.5,Blaze,Libero,,50,71,40,40,40,69,310,1 Speed,45,50,62,Medium Slow,Field ,Human-Like,87.5,12.5,20,Ordinary
0814,Raboot,8,Fire,,Rabbit Pokémon,0.6,9.0,Blaze,Libero,,65,86,60,55,60,94,420,2 Speed,45,50,147,Medium Slow,Field ,Human-Like,87.5,12.5,20,Ordinary
0815,Cinderace,8,Fire,,Striker Pokémon,1.4,33.0,Blaze,Libero,,80,116,75,65,75,119,530,3 Speed,45,50,265,Medium Slow,Field ,Human-Like,87.5,12.5,20,Ordinary
0816,Sobble,8,Water,,Water Lizard Pokémon,0.3,4.0,Torrent,Sniper,,50,40,40,70,40,70,310,"1 Sp. Def, 1 Speed",45,50,62,Medium Slow,Field ,Water 1,87.5,12.5,20,Ordinary
0817,Drizzile,8,Water,,Water lizard Pokémon,0.7,11.5,Torrent,Sniper,,65,60,55,95,55,90,420,2 Sp. Atk,45,50,147,Medium Slow,Field ,Water 1,87.5,12.5,20,Ordinary
0818,Inteleon,8,Water,,Secret Agent Pokémon,1.9,45.2,Torrent,Sniper,,70,85,65,125,65,120,530,3 Speed,45,50,265,Medium Slow,Field ,Water 1,87.5,12.5,20,Ordinary
0819,Skwovet,8,Normal,,Cheeky Pokémon,0.3,2.5,Cheek Pouch,Gluttony,,70,55,55,35,35,25,275,1 HP,255,50,55,Medium Fast,Field,,50.0,50.0,20,Ordinary
0820,Greedent,8,Normal,,Greedy Pokémon,0.6,6.0,Cheek Pouch,Gluttony,,120,95,95,55,75,20,460,2 HP,90,50,161,Medium Fast,Field,,50.0,50.0,20,Ordinary
0821,Rookidee,8,Flying,,Tiny Bird Pokémon,0.2,1.8,Keen Eye,Unnerve,Big Pecks,38,47,35,33,35,57,245,1 Speed,255,50,49,Medium Slow,Flying,,50.0,50.0,15,Ordinary
0822,Corvisquire,8,Flying,,Raven Pokémon,0.8,16.0,Keen Eye,Unnerve,Big Pecks,68,67,55,43,55,77,365,2 Speed,120,50,128,Medium Slow,Flying,,50.0,50.0,15,Ordinary
0823,Corviknight,8,Flying,Steel,Raven Pokémon,2.2,75.0,Pressure,Unnerve,Mirror Armor,98,87,105,53,85,67,495,3 Defense,45,50,248,Medium Slow,Flying,,50.0,50.0,15,Ordinary
0824,Blipbug,8,Bug,,Larva Pokémon,0.4,8.0,Swarm,Compound Eyes,Telepathy,25,20,20,25,45,45,180,1 Sp. Def,255,50,36,Medium Fast,Bug,,50.0,50.0,15,Ordinary
0825,Dottler,8,Bug,Psychic,Radome Pokémon,0.4,19.5,Swarm,Compound Eyes,Telepathy,50,35,80,50,90,30,335,2 Sp. Def,120,50,117,Medium Fast,Bug,,50.0,50.0,15,Ordinary
0826,Orbeetle,8,Bug,Psychic,Seven Spot Pokémon,0.4,40.8,Swarm,Frisk,Telepathy,60,45,110,80,120,90,505,3 Sp. Def,45,50,253,Medium Fast,Bug,,50.0,50.0,15,Ordinary
0827,Nickit,8,Dark,,Fox Pokémon,0.6,8.9,Run Away,Unburden,Stakeout,40,28,28,47,52,50,245,1 Sp. Def,255,50,49,Fast,Field,,50.0,50.0,15,Ordinary
0828,Thievul,8,Dark,,Fox Pokémon,1.2,19.9,Run Away,Unburden,Stakeout,70,58,58,87,92,90,455,2 Sp. Def,127,50,159,Fast,Field,,50.0,50.0,15,Ordinary
0829,Gossifleur,8,Grass,,Flowering Pokémon,0.4,2.2,Cotton Down,Regenerator,Effect Spore,40,40,60,40,60,10,250,1 Sp. Def,190,50,50,Medium Fast,Grass,,50.0,50.0,20,Ordinary
0830,Eldegoss,8,Grass,,Cotton Bloom Pokémon,0.5,2.5,Cotton Down,Regenerator,Effect Spore,60,50,90,80,120,60,460,2 Sp. Def,75,50,161,Medium Fast,Grass,,50.0,50.0,20,Ordinary
0831,Wooloo,8,Normal,,Sheep Pokémon,0.6,6.0,Fluffy,Run Away,Bulletproof,42,40,55,40,45,48,270,1 Defense,255,50,122,Medium Fast,Field,,50.0,50.0,15,Ordinary
0832,Dubwool,8,Normal,,Sheep Pokémon,1.3,43.0,Fluffy,Steadfast,Bulletproof,72,80,100,60,90,88,490,2 Defense,127,50,172,Medium Fast,Field,,50.0,50.0,15,Ordinary
0833,Chewtle,8,Water,,Snapping Pokémon,0.3,8.5,Strong Jaw,Shell Armor,Swift Swim,50,64,50,38,38,44,284,1 Attack,255,50,57,Medium Fast,Monster ,Water 1,50.0,50.0,20,Ordinary
0834,Drednaw,8,Water,Rock,Bite Pokémon,1.0,115.5,Strong Jaw,Shell Armor,Swift Swim,90,115,90,48,68,74,485,2 Attack,75,50,170,Medium Fast,Monster ,Water 1,50.0,50.0,20,Ordinary
0835,Yamper,8,Electric,,Puppy Pokémon,0.3,13.5,Ball Fetch,Rattled,,59,45,50,40,50,26,270,1 HP,255,50,54,Fast,Field,,50.0,50.0,20,Ordinary
0836,Boltund,8,Electric,,Dog Pokémon,1.0,34.0,Strong Jaw,Competitive,,69,90,60,90,60,121,490,2 Speed,45,50,172,Fast,Field,,50.0,50.0,20,Ordinary
0837,Rolycoly,8,Rock,,Coal Pokémon,0.3,12.0,Steam Engine,Heatproof,Flash Fire,30,40,50,40,50,30,240,1 Defense,255,50,48,Medium Slow,Mineral,,50.0,50.0,15,Ordinary
0838,Carkol,8,Rock,Fire,Coal Pokémon,1.1,78.0,Steam Engine,Flame Body,Flash Fire,80,60,90,60,70,50,410,2 Defense,120,50,144,Medium Slow,Mineral,,50.0,50.0,15,Ordinary
0839,Coalossal,8,Rock,Fire,Coal Pokémon,2.8,310.5,Steam Engine,Flame Body,Flash Fire,110,80,120,80,90,30,510,3 Defense,45,50,255,Medium Slow,Mineral,,50.0,50.0,15,Ordinary
0840,Applin,8,Grass,Dragon,Apple Core Pokémon,0.2,0.5,Ripen,Gluttony,Bulletproof,40,40,80,40,40,20,260,1 Defense,255,50,52,Erratic,Dragon ,Grass,50.0,50.0,20,Ordinary
0841,Flapple,8,Grass,Dragon,Apple Wing Pokémon,0.3,1.0,Ripen,Gluttony,Hustle,70,110,80,95,60,70,485,2 Attack,45,50,170,Erratic,Dragon ,Grass,50.0,50.0,20,Ordinary
0842,Appletun,8,Grass,Dragon,Apple Nectar Pokémon,0.4,13.0,Ripen,Gluttony,Thick Fat,110,85,80,100,80,30,485,2 HP,45,50,170,Erratic,Dragon ,Grass,50.0,50.0,20,Ordinary
0843,Silicobra,8,Ground,,Sand Snake Pokémon,2.2,7.6,Sand Spit,Shed Skin,Sand Veil,52,57,75,35,50,46,315,1 Defense,255,50,63,Medium Fast,Dragon ,Field,50.0,50.0,20,Ordinary
0844,Sandaconda,8,Ground,,Sand Snake Pokémon,3.8,65.5,Sand Spit,Shed Skin,Sand Veil,72,107,125,65,70,71,510,2 Defense,120,50,179,Medium Fast,Dragon ,Field,50.0,50.0,20,Ordinary
0845,Cramorant,8,Flying,Water,Gulp Pokémon,0.8,18.0,Gulp Missile,,,70,85,55,85,95,85,475,2 Sp. Def,45,50,166,Medium Fast,Flying ,Water 1,50.0,50.0,20,Ordinary
0846,Arrokuda,8,Water,,Rush Pokémon,0.5,1.0,Swift Swim,Propeller Tail,,41,63,40,40,30,66,280,1 Speed,255,50,56,Slow,Water 2,,50.0,50.0,20,Ordinary
0847,Barraskewda,8,Water,,Skewer Pokémon,1.3,30.0,Swift Swim,Propeller Tail,,61,123,60,60,50,136,490,2 Speed,60,50,172,Slow,Water 2,,50.0,50.0,20,Ordinary
0848,Toxel,8,Electric,Poison,Baby Pokémon,0.4,11.0,Rattled,Static,Klutz,40,38,35,54,35,40,242,1 Sp. Atk,75,50,48,Medium Slow,Undiscovered,,50.0,50.0,25,Baby Pokemon
0849,Toxtricity,8,Electric,Poison,Punk Pokémon,1.6,40.0,Punk Rock,Plus,Technician,75,98,70,114,70,75,502,2 Sp. Atk,45,50,176,Medium Slow,Human-Like,,50.0,50.0,25,Ordinary
0850,Sizzlipede,8,Fire,Bug,Radiator Pokémon,0.7,1.0,Flash Fire,White Smoke,Flame Body,50,65,45,50,50,45,305,1 Attack,190,50,61,Medium Fast,Bug,,50.0,50.0,20,Ordinary
0851,Centiskorch,8,Fire,Bug,Radiator Pokémon,3.0,120.0,Flash Fire,White Smoke,Flame Body,100,115,65,90,90,65,525,2 Attack,75,50,184,Medium Fast,Bug,,50.0,50.0,20,Ordinary
0852,Clobbopus,8,Fighting,,Tantrum Pokémon,0.6,4.0,Limber,Technician,,50,68,60,50,50,32,310,1 Attack,180,50,62,Medium Slow,Human-Like ,Water 1,50.0,50.0,25,Ordinary
0853,Grapploct,8,Fighting,,Tantrum Pokémon,1.6,39.0,Limber,Technician,,80,118,90,70,80,42,480,2 Attack,45,50,168,Medium Slow,Human-Like ,Water 1,50.0,50.0,25,Ordinary
0854,Sinistea,8,Ghost,,Black Tea Pokémon,0.1,0.2,Weak Armor,Cursed Body,,40,45,45,74,54,50,308,1 Sp. Atk,120,50,62,Medium Fast,Amorphous ,Mineral,,,20,Ordinary
0855,Polteageist,8,Ghost,,Black Tea Pokémon,0.2,0.4,Weak Armor,Cursed Body,,60,65,65,134,114,70,508,2 Sp. Atk,60,50,178,Medium Fast,Amorphous ,Mineral,,,20,Ordinary
0856,Hatenna,8,Psychic,,Calm Pokémon,0.4,3.4,Healer,Anticipation,Magic Bounce,42,30,45,56,53,39,265,1 Sp. Atk,235,50,53,Slow,Fairy,,0.0,100.0,20,Ordinary
0857,Hattrem,8,Psychic,,Serene Pokémon,0.6,4.8,Healer,Anticipation,Magic Bounce,57,40,65,86,73,49,370,2 Sp. Atk,120,50,130,Slow,Fairy,,0.0,100.0,20,Ordinary
0858,Hatterene,8,Psychic,Fairy,Silent Pokémon,2.1,5.1,Healer,Anticipation,Magic Bounce,57,90,95,136,103,29,510,3 Sp. Atk,45,50,255,Slow,Fairy,,0.0,100.0,20,Ordinary
0859,Impidimp,8,Dark,Fairy,Wily Pokémon,0.4,5.5,Prankster,Frisk,Pickpocket,45,45,30,55,40,50,265,1 Sp. Atk,255,50,53,Medium Fast,Fairy ,Human-Like,100.0,0.0,20,Ordinary
0860,Morgrem,8,Dark,Fairy,Devious Pokémon,0.8,12.5,Prankster,Frisk,Pickpocket,65,60,45,75,55,70,370,2 Sp. Atk,120,50,130,Medium Fast,Fairy ,Human-Like,100.0,0.0,20,Ordinary
0861,Grimmsnarl,8,Dark,Fairy,Bulk Up Pokémon,1.5,61.0,Prankster,Frisk,Pickpocket,95,120,65,95,75,60,510,3 Attack,45,50,255,Medium Fast,Fairy ,Human-Like,100.0,0.0,20,Ordinary
0862,Obstagoon,8,Dark,Normal,Blocking Pokémon,1.6,46.0,Reckless,Guts,Defiant,93,90,101,60,81,95,520,3 Defense,45,50,260,Medium Fast,Field,,50.0,50.0,15,Ordinary
0863,Perrserker,8,Steel,,Viking Pokémon,0.8,28.0,Battle Armor,Tough Claws,Steely Spirit,70,110,100,50,60,50,440,2 Attack,90,50,154,Medium Fast,Field,,50.0,50.0,20,Ordinary
0864,Cursola,8,Ghost,,Coral Pokémon,1.0,0.4,Weak Armor,Perish Body,,60,95,50,145,130,30,510,2 Sp. Atk,30,50,179,Fast,Water 1 ,Water 3,25.0,75.0,20,Ordinary
0865,Sirfetch'd,8,Fighting,,Wild Duck Pokémon,0.8,117.0,Steadfast,Scrappy,,62,135,95,68,82,65,507,2 Attack,45,50,177,Medium Fast,Field ,Flying,50.0,50.0,20,Ordinary
0866,Mr. Rime,8,Ice,Psychic,Comedian Pokémon,1.5,58.2,Tangled Feet,Screen Cleaner,Ice Body,80,85,75,110,100,70,520,3 Sp. Atk,45,50,182,Medium Fast,Human-Like,,50.0,50.0,25,Ordinary
0867,Runerigus,8,Ground,Ghost,Grudge Pokémon,1.6,66.6,Wandering Spirit,,,58,95,145,50,105,30,483,2 Defense,90,50,169,Medium Fast,Amorphous ,Mineral,50.0,50.0,25,Ordinary
0868,Milcery,8,Fairy,,Cream Pokémon,0.2,0.3,Sweet Veil,Aroma Veil,,45,40,40,50,61,34,270,1 Sp. Def,200,50,54,Medium Fast,Amorphous ,Fairy,0.0,100.0,20,Ordinary
0869,Alcremie,8,Fairy,,Cream Pokémon,0.3,0.5,Sweet Veil,Aroma Veil,,65,60,75,110,121,64,495,2 Sp. Def,100,50,173,Medium Fast,Amorphous ,Fairy,0.0,100.0,20,Ordinary
0870,Falinks,8,Fighting,,Formation Pokémon,3.0,62.0,Battle Armor,Defiant,,65,100,100,70,60,75,470,"2 Attack, 1 Sp. Def",45,50,165,Medium Fast,Fairy ,Mineral,,,25,Ordinary
0871,Pincurchin,8,Electric,,Sea Urchin Pokémon,0.3,1.0,Lightning Rod,Electric Surge,,48,101,95,91,85,15,435,2 Attack,75,50,152,Medium Fast,Amorphous ,Water 1,50.0,50.0,20,Ordinary
0872,Snom,8,Ice,Bug,Worm Pokémon,0.3,3.8,Shield Dust,Ice Scales,,30,25,35,45,30,20,185,1 Sp. Atk,190,50,37,Medium Fast,Bug,,50.0,50.0,20,Ordinary
0873,Frosmoth,8,Ice,Bug,Frost Moth Pokémon,1.3,42.0,Shield Dust,Ice Scales,,70,65,60,125,90,65,475,2 Sp. Atk,75,50,166,Medium Fast,Bug,,50.0,50.0,20,Ordinary
0874,Stonjourner,8,Rock,,Big Rock Pokémon,2.5,520.0,Power Spot,,,100,125,135,20,20,70,470,2 Defense,60,50,165,Slow,Mineral,,50.0,50.0,25,Ordinary
0875,Eiscue,8,Ice,,Penguin Pokémon,1.4,89.0,Ice Face,,,75,80,110,65,90,50,470,2 Defense,60,50,165,Slow,Field ,Water 1,50.0,50.0,25,Ordinary
0876,Indeedee,8,Psychic,Normal,Emotion Pokémon,0.9,28.0,Inner Focus,Synchronize,Psychic Surge,60,65,55,105,95,95,475,2 Sp. Atk,30,140,166,Fast,Fairy,,100.0,0.0,40,Ordinary
0877,Morpeko,8,Electric,Dark,Two-Sided Pokémon,0.3,3.0,Hunger Switch,,,58,95,58,70,58,97,436,2 Speed,180,50,153,Medium Fast,Fairy ,Field,50.0,50.0,10,Ordinary
0878,Cufant,8,Steel,,Copperderm Pokémon,1.2,100.0,Sheer Force,Heavy Metal,,72,80,49,40,49,40,330,1 Attack,190,50,66,Medium Fast,Field ,Mineral,50.0,50.0,25,Ordinary
0879,Copperajah,8,Steel,,Copperderm Pokémon,3.0,650.0,Sheer Force,Heavy Metal,,122,130,69,80,69,30,500,2 Attack,90,50,175,Medium Fast,Field ,Mineral,50.0,50.0,25,Ordinary
0880,Dracozolt,8,Electric,Dragon,Fossil Pokémon,1.8,190.0,Volt Absorb,Hustle,Sand Rush,90,100,90,80,70,75,505,2 Attack,45,50,177,Slow,Undiscovered,,,,35,Fossil
0881,Arctozolt,8,Electric,Ice,Fossil Pokémon,2.3,150.0,Volt Absorb,Static,Slush Rush,90,100,90,90,80,55,505,2 Attack,45,50,177,Slow,Undiscovered,,,,35,Fossil
0882,Dracovish,8,Water,Dragon,Fossil Pokémon,2.3,215.0,Water Absorb,Strong Jaw,Sand Rush,90,90,100,70,80,75,505,2 Defense,45,50,177,Slow,Undiscovered,,,,35,Fossil
0883,Arctovish,8,Water,Ice,Fossil Pokémon,2.0,175.0,Water Absorb,Ice Body,Slush Rush,90,90,100,80,90,55,505,2 Defense,45,50,177,Slow,Undiscovered,,,,35,Fossil
0884,Duraludon,8,Steel,Dragon,Alloy Pokémon,1.8,40.0,Light Metal,Heavy Metal,Stalwart,70,95,115,120,50,85,535,2 Sp. Atk,45,50,187,Medium Fast,Dragon ,Mineral,50.0,50.0,30,Ordinary
0885,Dreepy,8,Dragon,Ghost,Lingering Pokémon,0.5,2.0,Clear Body,Infiltrator,Cursed Body,28,60,30,40,30,82,270,1 Speed,45,50,54,Slow,Amorphous ,Dragon,50.0,50.0,40,Ordinary
0886,Drakloak,8,Dragon,Ghost,Caretaker Pokémon,1.4,11.0,Clear Body,Infiltrator,Cursed Body,68,80,50,60,50,102,410,2 Speed,45,50,144,Slow,Amorphous ,Dragon,50.0,50.0,40,Ordinary
0887,Dragapult,8,Dragon,Ghost,Stealth Pokémon,3.0,50.0,Clear Body,Infiltrator,Cursed Body,88,120,75,100,75,142,600,3 Speed,45,50,300,Slow,Amorphous ,Dragon,50.0,50.0,40,Ordinary
0888,Zacian,8,Fairy,,Warrior Pokémon,2.8,110.0,Intrepid Sword,,,92,120,115,80,115,138,660,3 Speed,10,0,330,Slow,Undiscovered,,,,120,Legendary
0889,Zamazenta,8,Fighting,,Warrior Pokémon,2.9,210.0,Dauntless Shield,,,92,120,115,80,115,138,660,3 Speed,10,0,330,Slow,Undiscovered,,,,120,Legendary
0890,Eternatus,8,Poison,Dragon,Gigantic Pokémon,20.0,950.0,Pressure,,,140,85,95,145,95,130,690,3 HP,255,0,345,Slow,Undiscovered,,,,120,Legendary
0891,Kubfu,8,Fighting,,Wushu Pokémon,0.6,12.0,Inner Focus,,,60,90,60,53,50,72,385,1 Attack,3,50,77,Slow,Undiscovered,,87.5,12.5,120,Legendary
0892,Urshifu,8,Fighting,Dark,Wushu Pokémon,1.9,105.0,Unseen Fist,,,100,130,100,63,60,97,550,3 Attack,3,50,275,Slow,Undiscovered,,87.5,12.5,120,Legendary
0893,Zarude,8,Dark,Grass,Rogue Monkey Pokémon,1.8,70.0,Leaf Guard,,,105,120,105,70,95,105,600,3 Attack,3,0,300,Slow,Undiscovered,,,,120,Mythical
0894,Regieleki,8,Electric,,Electron Pokémon,1.2,145.0,Transistor,,,80,100,50,100,50,200,580,3 Speed,3,35,290,Slow,Undiscovered,,,,120,Legendary
0895,Regidrago,8,Dragon,,Dragon Orb Pokémon,2.1,200.0,Dragon's Maw,,,200,100,50,100,50,80,580,3 HP,3,35,290,Slow,Undiscovered,,,,120,Legendary
0896,Glastrier,8,Ice,,Wild Horse Pokémon,2.2,800.0,Chilling Neigh,,,100,145,130,65,110,30,580,3 Attack,3,35,290,Slow,Undiscovered,,,,120,Legendary
0897,Spectrier,8,Ghost,,Swift Horse Pokémon,2.0,44.5,Grim Neigh,,,100,65,60,145,80,130,580,3 Sp. Atk,3,35,290,Slow,Undiscovered,,,,120,Legendary
0898,Calyrex,8,Psychic,Grass,King Pokémon,1.1,7.7,Unnerve,,,100,80,80,80,80,80,500,3 HP,3,100,250,Slow,Undiscovered,,,,120,Legendary
0899,Wyrdeer,8,Normal,Psychic,Big Horn Pokémon,1.8,95.1,Intimidate,Frisk,Sap Sipper,103,105,72,105,75,65,525,"1 Attack, 1 Sp. Atk",45,50,263,Slow,Field,,50.0,50.0,20,Ordinary
